绊按锅龋,己喊,楷飞措,芭林瘤开,item_7,item_8,item_9,item_10,item_11,item_12,给嘎冕俺岿荐,给嘎冕酒捞袍俺荐,,,,7,8,9,10,11,12
15946,F,45技~49技,100,3,2,2,3,3,3,0,2,,,,,,,,,
15958,F,40技~44技,210,2,3,3,3,3,2,0,2,,,,,,,,,
15970,F,45技~49技,60,3,2,3,3,2,3,0,2,,,,,,,,,
15993,F,35技~39技,16,3,3,3,2,2,3,0,2,,,,,,,,,
16001,M,40技~44技,210,2,3,2,3,3,3,0,2,,,,,,,,,
16002,M,25技~29技,100,3,2,3,2,3,3,0,2,,,,,,,,,
16050,F,45技~49技,540,3,2,3,3,3,2,0,2,,,,,,,,,
16055,F,50技~54技,47,2,2,3,3,3,3,0,2,,,,,,,,,
16058,M,35技~39技,500,3,2,3,3,3,2,0,2,,,,,,,,,
16073,F,55技~59技,100,2,2,3,3,3,3,0,2,,,,,,,,,
16078,F,45技~49技,49,3,2,2,3,3,3,0,2,,,,,,,,,
16080,M,30技~34技,100,2,3,3,2,3,3,0,2,,,,,,,,,
16081,F,30技~34技,49,3,2,3,3,2,3,0,2,,,,,,,,,
16082,F,25技~29技,100,2,3,3,3,3,2,0,2,,,,,,,,,
16087,F,45技~49技,410,3,3,3,2,3,2,0,2,,,,,,,,,
16091,F,45技~49技,500,3,3,3,2,2,3,0,2,,,,,,,,,
16094,F,45技~49技,300,2,2,3,3,3,3,0,2,,,,,,,,,
16118,F,25技~29技,610,2,2,3,3,3,3,0,2,,,,,,,,,
16129,F,25技~29技,69,3,3,3,3,2,2,0,2,,,,,,,,,
16132,F,35技~39技,100,3,2,3,2,3,3,0,2,,,,,,,,,
16160,F,40技~44技,100,3,3,2,3,2,3,0,2,,,,,,,,,
16175,F,45技~49技,100,3,3,2,3,3,2,0,2,,,,,,,,,
16179,F,50技~54技,100,3,2,2,3,3,3,0,2,,,,,,,,,
16180,F,40技~44技,100,2,2,3,3,3,3,0,2,,,,,,,,,
16189,F,40技~44技,460,3,3,3,2,2,3,0,2,,,,,,,,,
16196,F,50技~54技,100,3,3,3,3,2,2,0,2,,,,,,,,,
16208,F,20技~24技,570,2,3,3,3,2,3,0,2,,,,,,,,,
16211,F,40技~44技,240,3,2,3,3,3,2,0,2,,,,,,,,,
16212,F,45技~49技,540,3,3,3,3,2,2,0,2,,,,,,,,,
16233,F,40技~44技,540,2,3,3,2,3,3,0,2,,,,,,,,,
16251,F,45技~49技,460,3,3,3,3,2,2,0,2,,,,,,,,,
16261,M,55技~59技,55,3,3,3,2,2,3,0,2,,,,,,,,,
16265,F,45技~49技,100,2,2,3,3,3,3,0,2,,,,,,,,,
16304,F,20技~24技,460,2,3,3,2,3,3,0,2,,,,,,,,,
16315,F,35技~39技,570,3,2,2,3,3,3,0,2,,,,,,,,,
16324,M,35技~39技,100,2,3,3,3,2,3,0,2,,,,,,,,,
16330,F,30技~34技,100,3,3,2,3,2,3,0,2,,,,,,,,,
16337,F,35技~39技,55,2,3,3,2,3,3,0,2,,,,,,,,,
16339,F,45技~49技,60,3,3,2,2,3,3,0,2,,,,,,,,,
16347,F,30技~34技,55,3,3,3,3,3,1,0,2,,,,,,,,,
16363,F,35技~39技,360,3,2,2,3,3,3,0,2,,,,,,,,,
16364,F,30技~34技,270,3,3,2,3,3,2,0,2,,,,,,,,,
16378,F,60技捞惑,240,3,3,3,3,2,2,0,2,,,,,,,,,
16385,F,30技~34技,100,3,2,2,3,3,3,0,2,,,,,,,,,
16388,F,30技~34技,100,2,2,3,3,3,3,0,2,,,,,,,,,
16397,F,35技~39技,33,2,3,3,3,2,3,0,2,,,,,,,,,
16407,F,55技~59技,410,3,3,2,3,2,3,0,2,,,,,,,,,
16435,M,60技捞惑,310,2,2,3,3,3,3,0,2,,,,,,,,,
16451,F,45技~49技,100,3,3,3,3,2,2,0,2,,,,,,,,,
16453,M,45技~49技,16,3,3,3,2,3,2,0,2,,,,,,,,,
16492,F,45技~49技,460,3,3,3,3,3,1,0,2,,,,,,,,,
16496,F,30技~34技,570,3,3,3,3,3,1,0,2,,,,,,,,,
16498,F,45技~49技,100,3,3,2,2,3,3,0,2,,,,,,,,,
16506,F,35技~39技,460,3,3,3,3,2,2,0,2,,,,,,,,,
16508,M,25技~29技,100,2,3,3,2,3,3,0,2,,,,,,,,,
16519,F,40技~44技,100,3,2,3,3,2,3,0,2,,,,,,,,,
16544,F,45技~49技,540,2,2,3,3,3,3,0,2,,,,,,,,,
16557,F,50技~54技,100,3,3,2,3,2,3,0,2,,,,,,,,,
16563,F,25技~29技,100,3,3,3,2,3,2,0,2,,,,,,,,,
16564,F,50技~54技,55,3,3,2,2,3,3,0,2,,,,,,,,,
16575,M,25技~29技,460,1,3,3,3,3,3,0,2,,,,,,,,,
16585,F,40技~44技,100,3,3,2,2,3,3,0,2,,,,,,,,,
16603,F,35技~39技,100,3,3,3,2,2,3,0,2,,,,,,,,,
16607,M,50技~54技,16,3,3,3,3,1,3,0,2,,,,,,,,,
16612,F,19技捞窍,460,2,3,2,3,3,3,0,2,,,,,,,,,
16622,F,35技~39技,240,2,3,3,3,2,3,0,2,,,,,,,,,
16646,F,45技~49技,340,2,3,2,3,3,3,0,2,,,,,,,,,
16653,M,50技~54技,100,3,2,3,3,3,2,0,2,,,,,,,,,
16674,F,60技捞惑,24,3,3,3,3,2,2,0,2,,,,,,,,,
16679,F,35技~39技,460,3,3,3,1,3,3,0,2,,,,,,,,,
16686,M,40技~44技,240,3,3,3,2,3,2,0,2,,,,,,,,,
16694,F,45技~49技,460,3,2,2,3,3,3,0,2,,,,,,,,,
16720,F,55技~59技,540,2,3,3,3,3,2,0,2,,,,,,,,,
16729,M,40技~44技,500,2,3,2,3,3,3,0,2,,,,,,,,,
16736,F,55技~59技,100,2,3,2,3,3,3,0,2,,,,,,,,,
16758,F,40技~44技,100,3,3,3,2,3,2,0,2,,,,,,,,,
16767,F,60技捞惑,610,3,3,3,3,2,2,0,2,,,,,,,,,
16775,F,40技~44技,100,3,2,2,3,3,3,0,2,,,,,,,,,
16784,M,35技~39技,100,3,1,3,3,3,3,0,2,,,,,,,,,
16811,F,35技~39技,210,3,3,2,2,3,3,0,2,,,,,,,,,
16814,F,30技~34技,55,3,2,2,3,3,3,0,2,,,,,,,,,
16818,F,30技~34技,100,2,3,3,2,3,3,0,2,,,,,,,,,
16837,F,20技~24技,210,1,3,3,3,3,3,0,2,,,,,,,,,
16844,F,45技~49技,100,2,3,3,3,2,3,0,2,,,,,,,,,
16851,M,40技~44技,100,3,3,3,3,2,2,0,2,,,,,,,,,
16856,F,40技~44技,100,3,2,3,3,2,3,0,2,,,,,,,,,
16865,F,30技~34技,49,2,3,3,3,2,3,0,2,,,,,,,,,
16866,M,35技~39技,100,3,2,2,3,3,3,0,2,,,,,,,,,
16874,F,45技~49技,500,3,3,3,2,2,3,0,2,,,,,,,,,
16883,F,40技~44技,33,3,3,3,3,2,2,0,2,,,,,,,,,
16886,F,40技~44技,49,2,2,3,3,3,3,0,2,,,,,,,,,
16888,F,45技~49技,540,2,2,3,3,3,3,0,2,,,,,,,,,
16913,F,45技~49技,410,2,3,3,3,3,2,0,2,,,,,,,,,
16930,M,30技~34技,270,3,3,3,3,3,1,0,2,,,,,,,,,
16943,F,50技~54技,100,3,3,2,3,3,2,0,2,,,,,,,,,
16945,M,25技~29技,100,3,3,3,1,3,3,0,2,,,,,,,,,
16966,M,35技~39技,16,3,3,3,2,3,2,0,2,,,,,,,,,
16967,F,35技~39技,60,3,3,3,3,2,2,0,2,,,,,,,,,
17003,F,40技~44技,100,2,3,3,3,2,3,0,2,,,,,,,,,
17006,F,40技~44技,100,3,3,3,2,2,3,0,2,,,,,,,,,
17016,F,35技~39技,100,3,3,3,2,3,2,0,2,,,,,,,,,
17030,F,40技~44技,36,3,2,2,3,3,3,0,2,,,,,,,,,
17040,F,25技~29技,540,3,3,1,3,3,3,0,2,,,,,,,,,
17058,M,50技~54技,100,2,2,3,3,3,3,0,2,,,,,,,,,
17065,M,25技~29技,75,2,3,2,3,3,3,0,2,,,,,,,,,
17072,M,35技~39技,16,3,2,3,2,3,3,0,2,,,,,,,,,
17075,F,40技~44技,100,2,3,3,3,3,2,0,2,,,,,,,,,
17081,F,55技~59技,610,3,3,3,2,2,3,0,2,,,,,,,,,
17086,F,45技~49技,60,2,3,2,3,3,3,0,2,,,,,,,,,
17101,F,50技~54技,47,2,3,2,3,3,3,0,2,,,,,,,,,
17132,F,50技~54技,100,2,3,3,3,3,2,0,2,,,,,,,,,
17134,F,45技~49技,440,2,3,2,3,3,3,0,2,,,,,,,,,
17144,F,50技~54技,340,2,3,3,3,2,3,0,2,,,,,,,,,
17164,M,35技~39技,460,3,3,3,2,2,3,0,2,,,,,,,,,
17177,F,60技捞惑,36,3,3,3,3,1,3,0,2,,,,,,,,,
17183,F,30技~34技,100,3,3,3,3,2,2,0,2,,,,,,,,,
17185,M,35技~39技,39,2,2,3,3,3,3,0,2,,,,,,,,,
17187,F,50技~54技,460,2,2,3,3,3,3,0,2,,,,,,,,,
17193,F,45技~49技,100,3,2,3,3,3,2,0,2,,,,,,,,,
17196,M,50技~54技,360,2,2,3,3,3,3,0,2,,,,,,,,,
17209,M,45技~49技,460,3,3,3,2,2,3,0,2,,,,,,,,,
17225,M,55技~59技,47,3,3,3,3,2,2,0,2,,,,,,,,,
17249,F,45技~49技,610,3,3,3,2,3,2,0,2,,,,,,,,,
17258,F,55技~59技,60,2,3,3,3,3,2,0,2,,,,,,,,,
17283,F,45技~49技,540,2,2,3,3,3,3,0,2,,,,,,,,,
17288,F,45技~49技,27,3,2,3,3,3,2,0,2,,,,,,,,,
17298,F,25技~29技,100,2,2,3,3,3,3,0,2,,,,,,,,,
17306,F,50技~54技,100,3,2,2,3,3,3,0,2,,,,,,,,,
17312,F,25技~29技,60,3,3,2,3,3,2,0,2,,,,,,,,,
17338,M,30技~34技,570,3,2,3,2,3,3,0,2,,,,,,,,,
17378,M,40技~44技,100,2,3,3,3,2,3,0,2,,,,,,,,,
17388,M,25技~29技,100,2,2,3,3,3,3,0,2,,,,,,,,,
17390,F,19技捞窍,87,2,2,3,3,3,3,0,2,,,,,,,,,
17403,F,35技~39技,100,3,3,3,2,2,3,0,2,,,,,,,,,
17407,F,55技~59技,100,3,2,3,2,3,3,0,2,,,,,,,,,
17411,F,50技~54技,210,3,3,3,2,2,3,0,2,,,,,,,,,
17414,F,45技~49技,100,2,3,2,3,3,3,0,2,,,,,,,,,
17425,F,25技~29技,36,3,3,2,3,2,3,0,2,,,,,,,,,
17439,F,30技~34技,100,3,3,3,3,1,3,0,2,,,,,,,,,
17457,F,45技~49技,24,2,3,2,3,3,3,0,2,,,,,,,,,
17470,F,45技~49技,100,3,2,2,3,3,3,0,2,,,,,,,,,
17488,F,45技~49技,27,3,2,3,2,3,3,0,2,,,,,,,,,
17504,M,30技~34技,82,3,3,3,2,2,3,0,2,,,,,,,,,
17505,F,45技~49技,60,3,3,3,3,2,2,0,2,,,,,,,,,
17515,M,30技~34技,55,2,3,3,3,2,3,0,2,,,,,,,,,
17521,F,30技~34技,100,3,2,3,3,3,2,0,2,,,,,,,,,
17533,F,35技~39技,60,3,3,3,3,3,1,0,2,,,,,,,,,
17542,F,35技~39技,100,2,3,3,3,2,3,0,2,,,,,,,,,
17555,F,50技~54技,100,1,3,3,3,3,3,0,2,,,,,,,,,
17566,F,50技~54技,100,3,2,3,3,2,3,0,2,,,,,,,,,
17577,F,50技~54技,100,3,2,2,3,3,3,0,2,,,,,,,,,
17598,F,30技~34技,49,3,3,3,3,2,2,0,2,,,,,,,,,
17608,M,40技~44技,270,3,3,3,3,2,2,0,2,,,,,,,,,
17649,F,60技捞惑,100,2,3,3,3,3,2,0,2,,,,,,,,,
17705,F,40技~44技,100,2,2,3,3,3,3,0,2,,,,,,,,,
17708,M,25技~29技,100,3,3,2,3,3,2,0,2,,,,,,,,,
17719,F,40技~44技,47,3,3,3,3,1,3,0,2,,,,,,,,,
17720,M,45技~49技,47,2,3,2,3,3,3,0,2,,,,,,,,,
17763,F,45技~49技,100,2,2,3,3,3,3,0,2,,,,,,,,,
17770,F,40技~44技,100,3,3,3,3,2,2,0,2,,,,,,,,,
17784,F,40技~44技,100,3,3,3,2,3,2,0,2,,,,,,,,,
17792,F,40技~44技,47,3,3,3,3,2,2,0,2,,,,,,,,,
17794,F,45技~49技,100,2,2,3,3,3,3,0,2,,,,,,,,,
17808,F,50技~54技,100,3,3,2,2,3,3,0,2,,,,,,,,,
17814,M,35技~39技,100,2,3,2,3,3,3,0,2,,,,,,,,,
17835,M,30技~34技,100,3,3,2,2,3,3,0,2,,,,,,,,,
17862,F,45技~49技,100,3,3,2,3,3,2,0,2,,,,,,,,,
17874,F,50技~54技,60,2,3,3,2,3,3,0,2,,,,,,,,,
17890,F,45技~49技,100,3,3,2,3,2,3,0,2,,,,,,,,,
17949,F,50技~54技,410,1,3,3,3,3,3,0,2,,,,,,,,,
17952,F,50技~54技,500,3,2,3,3,2,3,0,2,,,,,,,,,
17955,M,30技~34技,410,3,2,3,3,2,3,0,2,,,,,,,,,
17962,F,45技~49技,360,3,3,3,2,2,3,0,2,,,,,,,,,
17982,F,45技~49技,100,3,2,3,2,3,3,0,2,,,,,,,,,
18007,M,30技~34技,360,3,3,3,3,2,2,0,2,,,,,,,,,
18037,F,35技~39技,100,3,3,3,3,2,2,0,2,,,,,,,,,
18060,F,40技~44技,410,3,3,2,3,3,2,0,2,,,,,,,,,
18064,M,40技~44技,100,2,2,3,3,3,3,0,2,,,,,,,,,
18072,F,55技~59技,55,3,3,3,3,2,2,0,2,,,,,,,,,
18081,F,40技~44技,100,2,2,3,3,3,3,0,2,,,,,,,,,
18091,M,30技~34技,410,3,3,3,2,3,2,0,2,,,,,,,,,
18095,M,30技~34技,210,3,3,3,3,3,1,0,2,,,,,,,,,
18108,F,60技捞惑,65,3,3,3,2,3,2,0,2,,,,,,,,,
18133,M,30技~34技,75,3,3,3,3,3,1,0,2,,,,,,,,,
18157,F,45技~49技,100,3,2,3,3,3,2,0,2,,,,,,,,,
18160,F,40技~44技,500,3,2,3,2,3,3,0,2,,,,,,,,,
18167,F,50技~54技,500,3,3,3,3,2,2,0,2,,,,,,,,,
18171,F,40技~44技,460,3,3,3,3,2,2,0,2,,,,,,,,,
18183,F,40技~44技,340,3,3,3,2,3,2,0,2,,,,,,,,,
18201,F,55技~59技,100,3,3,3,2,2,3,0,2,,,,,,,,,
18216,F,30技~34技,39,3,3,3,2,2,3,0,2,,,,,,,,,
18218,F,45技~49技,49,3,3,3,2,2,3,0,2,,,,,,,,,
18228,F,40技~44技,100,3,2,3,3,3,2,0,2,,,,,,,,,
18258,M,35技~39技,500,1,3,3,3,3,3,0,2,,,,,,,,,
18270,F,60技捞惑,310,3,3,3,3,2,2,0,2,,,,,,,,,
18275,F,45技~49技,100,3,3,2,2,3,3,0,2,,,,,,,,,
18286,F,40技~44技,85,1,3,3,3,3,3,0,2,,,,,,,,,
18289,F,30技~34技,500,2,3,3,2,3,3,0,2,,,,,,,,,
18292,M,50技~54技,100,3,3,3,3,3,1,0,2,,,,,,,,,
18311,F,45技~49技,100,3,2,2,3,3,3,0,2,,,,,,,,,
18361,M,45技~49技,24,3,3,3,3,2,2,0,2,,,,,,,,,
18380,F,45技~49技,100,3,1,3,3,3,3,0,2,,,,,,,,,
18389,M,40技~44技,540,2,3,3,3,2,3,0,2,,,,,,,,,
18399,M,40技~44技,55,3,3,2,3,2,3,0,2,,,,,,,,,
18406,F,45技~49技,79,3,3,2,3,2,3,0,2,,,,,,,,,
18419,F,20技~24技,360,3,2,2,3,3,3,0,2,,,,,,,,,
18427,F,40技~44技,610,3,3,3,3,2,2,0,2,,,,,,,,,
18429,M,55技~59技,60,3,3,2,3,3,2,0,2,,,,,,,,,
18438,F,50技~54技,82,2,2,3,3,3,3,0,2,,,,,,,,,
18469,F,25技~29技,100,3,2,3,3,2,3,0,2,,,,,,,,,
18476,F,45技~49技,460,3,3,2,3,3,2,0,2,,,,,,,,,
18486,F,50技~54技,540,1,3,3,3,3,3,0,2,,,,,,,,,
18487,F,40技~44技,500,3,3,3,3,2,2,0,2,,,,,,,,,
18513,F,20技~24技,540,3,2,2,3,3,3,0,2,,,,,,,,,
18514,F,35技~39技,100,3,3,3,2,2,3,0,2,,,,,,,,,
18519,F,40技~44技,540,3,2,3,3,3,2,0,2,,,,,,,,,
18533,F,60技捞惑,55,1,3,3,3,3,3,0,2,,,,,,,,,
18536,F,45技~49技,100,3,2,2,3,3,3,0,2,,,,,,,,,
18547,F,45技~49技,39,3,3,2,3,3,2,0,2,,,,,,,,,
18569,M,30技~34技,100,3,3,2,3,2,3,0,2,,,,,,,,,
18573,M,40技~44技,340,3,3,3,3,1,3,0,2,,,,,,,,,
18578,F,50技~54技,570,3,3,2,2,3,3,0,2,,,,,,,,,
18614,M,40技~44技,75,3,3,3,2,3,2,0,2,,,,,,,,,
18615,F,50技~54技,36,1,3,3,3,3,3,0,2,,,,,,,,,
18635,F,35技~39技,75,3,2,2,3,3,3,0,2,,,,,,,,,
18650,F,25技~29技,100,2,2,3,3,3,3,0,2,,,,,,,,,
18672,F,45技~49技,100,2,3,3,2,3,3,0,2,,,,,,,,,
18676,M,25技~29技,100,2,2,3,3,3,3,0,2,,,,,,,,,
18691,F,45技~49技,60,3,3,1,3,3,3,0,2,,,,,,,,,
18698,F,60技捞惑,55,2,3,3,2,3,3,0,2,,,,,,,,,
18706,F,40技~44技,100,2,3,3,2,3,3,0,2,,,,,,,,,
18710,F,50技~54技,540,2,3,3,3,3,2,0,2,,,,,,,,,
18733,M,35技~39技,240,2,2,3,3,3,3,0,2,,,,,,,,,
18749,F,40技~44技,610,3,3,3,3,2,2,0,2,,,,,,,,,
18785,F,45技~49技,100,3,2,2,3,3,3,0,2,,,,,,,,,
18796,F,25技~29技,100,2,3,3,3,3,2,0,2,,,,,,,,,
18809,F,55技~59技,240,3,3,3,2,2,3,0,2,,,,,,,,,
18846,F,55技~59技,100,3,3,2,2,3,3,0,2,,,,,,,,,
18857,M,30技~34技,100,3,2,2,3,3,3,0,2,,,,,,,,,
18862,M,50技~54技,36,2,2,3,3,3,3,0,2,,,,,,,,,
18886,F,45技~49技,75,3,3,3,3,2,2,0,2,,,,,,,,,
18891,F,45技~49技,75,3,2,2,3,3,3,0,2,,,,,,,,,
18893,F,45技~49技,100,3,3,2,2,3,3,0,2,,,,,,,,,
18894,F,20技~24技,47,2,3,3,3,2,3,0,2,,,,,,,,,
18897,M,25技~29技,72,3,3,3,3,3,1,0,2,,,,,,,,,
18898,F,40技~44技,79,3,3,3,3,2,2,0,2,,,,,,,,,
18906,F,60技捞惑,100,2,3,3,2,3,3,0,2,,,,,,,,,
18919,F,19技捞窍,100,3,3,3,3,3,1,0,2,,,,,,,,,
18921,F,50技~54技,100,3,3,2,3,2,3,0,2,,,,,,,,,
18922,F,40技~44技,410,2,2,3,3,3,3,0,2,,,,,,,,,
18926,F,60技捞惑,16,3,2,3,2,3,3,0,2,,,,,,,,,
18932,F,40技~44技,55,2,2,3,3,3,3,0,2,,,,,,,,,
18938,M,20技~24技,100,3,3,3,3,2,2,0,2,,,,,,,,,
18951,M,60技捞惑,210,2,3,3,2,3,3,0,2,,,,,,,,,
19000,F,30技~34技,24,3,3,3,3,1,3,0,2,,,,,,,,,
19005,F,35技~39技,100,3,3,3,3,3,1,0,2,,,,,,,,,
19013,F,45技~49技,210,2,2,3,3,3,3,0,2,,,,,,,,,
19034,M,40技~44技,100,3,1,3,3,3,3,0,2,,,,,,,,,
19043,F,45技~49技,100,3,2,2,3,3,3,0,2,,,,,,,,,
19068,M,30技~34技,500,3,1,3,3,3,3,0,2,,,,,,,,,
19100,M,25技~29技,16,3,3,1,3,3,3,0,2,,,,,,,,,
19102,F,60技捞惑,100,3,3,3,2,3,2,0,2,,,,,,,,,
19104,M,55技~59技,39,2,3,2,3,3,3,0,2,,,,,,,,,
19108,F,55技~59技,47,3,3,2,3,3,2,0,2,,,,,,,,,
19142,M,50技~54技,100,3,3,3,3,1,3,0,2,,,,,,,,,
19156,M,40技~44技,100,2,3,3,3,3,2,0,2,,,,,,,,,
19161,F,35技~39技,570,3,2,2,3,3,3,0,2,,,,,,,,,
19168,F,45技~49技,100,2,3,3,3,2,3,0,2,,,,,,,,,
19171,F,60技捞惑,16,3,3,2,3,3,2,0,2,,,,,,,,,
19182,M,20技~24技,60,2,3,2,3,3,3,0,2,,,,,,,,,
19183,F,45技~49技,60,2,3,3,2,3,3,0,2,,,,,,,,,
19196,F,60技捞惑,69,3,3,3,3,3,1,0,2,,,,,,,,,
19198,M,60技捞惑,55,3,3,3,3,2,2,0,2,,,,,,,,,
19204,F,50技~54技,55,3,2,2,3,3,3,0,2,,,,,,,,,
19214,F,45技~49技,60,2,3,3,2,3,3,0,2,,,,,,,,,
19226,F,40技~44技,460,3,3,3,3,2,2,0,2,,,,,,,,,
19252,F,35技~39技,100,2,3,3,3,2,3,0,2,,,,,,,,,
19261,F,60技捞惑,72,3,3,3,3,2,2,0,2,,,,,,,,,
19279,M,55技~59技,100,3,3,3,3,3,1,0,2,,,,,,,,,
19283,F,25技~29技,460,3,2,3,3,3,2,0,2,,,,,,,,,
19333,F,25技~29技,24,3,2,3,2,3,3,0,2,,,,,,,,,
19342,F,35技~39技,440,2,3,3,2,3,3,0,2,,,,,,,,,
19356,F,40技~44技,100,3,3,3,3,1,3,0,2,,,,,,,,,
19364,F,25技~29技,210,2,3,2,3,3,3,0,2,,,,,,,,,
19368,F,45技~49技,47,2,2,3,3,3,3,0,2,,,,,,,,,
19374,F,55技~59技,100,3,3,3,2,3,2,0,2,,,,,,,,,
19378,F,45技~49技,100,1,3,3,3,3,3,0,2,,,,,,,,,
19379,F,20技~24技,69,3,3,3,2,2,3,0,2,,,,,,,,,
123,F,60技捞惑,55,1,1,1,1,1,1,0,12,,,,,,,,,
205,F,60技捞惑,75,1,1,1,1,1,1,0,12,,,,,,,,,
366,M,60技捞惑,270,1,1,1,1,1,1,0,12,,,,,,,,,
547,M,60技捞惑,65,1,1,1,1,1,1,0,12,,,,,,,,,
646,F,60技捞惑,49,1,1,1,1,1,1,0,12,,,,,,,,,
730,F,60技捞惑,55,1,1,1,1,1,1,0,12,,,,,,,,,
938,F,55技~59技,210,1,1,1,1,1,1,0,12,,,,,,,,,
1384,F,55技~59技,16,1,1,1,1,1,1,0,12,,,,,,,,,
1559,F,55技~59技,100,1,1,1,1,1,1,0,12,,,,,,,,,
1735,F,55技~59技,270,1,1,1,1,1,1,0,12,,,,,,,,,
1824,F,55技~59技,270,1,1,1,1,1,1,0,12,,,,,,,,,
1999,F,50技~54技,24,1,1,1,1,1,1,0,12,,,,,,,,,
2142,F,50技~54技,100,1,1,1,1,1,1,0,12,,,,,,,,,
2584,F,50技~54技,100,1,1,1,1,1,1,0,12,,,,,,,,,
2840,F,50技~54技,100,1,1,1,1,1,1,0,12,,,,,,,,,
3162,F,50技~54技,100,1,1,1,1,1,1,0,12,,,,,,,,,
3271,M,50技~54技,460,1,1,1,1,1,1,0,12,,,,,,,,,
3730,F,45技~49技,100,1,1,1,1,1,1,0,12,,,,,,,,,
3871,M,45技~49技,460,1,1,1,1,1,1,0,12,,,,,,,,,
3941,F,45技~49技,24,1,1,1,1,1,1,0,12,,,,,,,,,
4059,F,45技~49技,100,1,1,1,1,1,1,0,12,,,,,,,,,
4244,F,45技~49技,210,1,1,1,1,1,1,0,12,,,,,,,,,
4343,F,45技~49技,60,1,1,1,1,1,1,0,12,,,,,,,,,
4402,F,45技~49技,460,1,1,1,1,1,1,0,12,,,,,,,,,
4719,F,45技~49技,55,1,1,1,1,1,1,0,12,,,,,,,,,
4749,F,45技~49技,100,1,1,1,1,1,1,0,12,,,,,,,,,
4844,F,45技~49技,49,1,1,1,1,1,1,0,12,,,,,,,,,
4847,F,45技~49技,13,1,1,1,1,1,1,0,12,,,,,,,,,
4848,F,45技~49技,460,1,1,1,1,1,1,0,12,,,,,,,,,
4961,F,45技~49技,24,1,1,1,1,1,1,0,12,,,,,,,,,
5118,F,45技~49技,460,1,1,1,1,1,1,0,12,,,,,,,,,
5119,F,45技~49技,100,1,1,1,1,1,1,0,12,,,,,,,,,
5327,F,45技~49技,100,1,1,1,1,1,1,0,12,,,,,,,,,
5479,M,45技~49技,210,1,1,1,1,1,1,0,12,,,,,,,,,
5720,M,45技~49技,100,1,1,1,1,1,1,0,12,,,,,,,,,
5831,F,40技~44技,460,1,1,1,1,1,1,0,12,,,,,,,,,
5854,F,40技~44技,100,1,1,1,1,1,1,0,12,,,,,,,,,
5931,F,40技~44技,100,1,1,1,1,1,1,0,12,,,,,,,,,
6578,F,40技~44技,100,1,1,1,1,1,1,0,12,,,,,,,,,
6745,F,40技~44技,210,1,1,1,1,1,1,0,12,,,,,,,,,
6827,F,40技~44技,500,1,1,1,1,1,1,0,12,,,,,,,,,
7130,F,40技~44技,500,1,1,1,1,1,1,0,12,,,,,,,,,
7467,F,40技~44技,100,1,1,1,1,1,1,0,12,,,,,,,,,
7740,F,40技~44技,210,1,1,1,1,1,1,0,12,,,,,,,,,
7793,F,40技~44技,460,1,1,1,1,1,1,0,12,,,,,,,,,
7912,F,35技~39技,100,1,1,1,1,1,1,0,12,,,,,,,,,
8383,F,35技~39技,55,1,1,1,1,1,1,0,12,,,,,,,,,
8453,M,35技~39技,360,1,1,1,1,1,1,0,12,,,,,,,,,
8483,M,35技~39技,49,1,1,1,1,1,1,0,12,,,,,,,,,
8578,F,35技~39技,100,1,1,1,1,1,1,0,12,,,,,,,,,
8675,F,35技~39技,610,1,1,1,1,1,1,0,12,,,,,,,,,
8752,F,35技~39技,500,1,1,1,1,1,1,0,12,,,,,,,,,
8995,F,35技~39技,100,1,1,1,1,1,1,0,12,,,,,,,,,
9399,M,30技~34技,500,1,1,1,1,1,1,0,12,,,,,,,,,
9482,F,30技~34技,210,1,1,1,1,1,1,0,12,,,,,,,,,
9695,F,30技~34技,460,1,1,1,1,1,1,0,12,,,,,,,,,
10335,F,50技~54技,100,1,1,1,1,1,1,0,12,,,,,,,,,
10502,F,60技捞惑,16,1,1,1,1,1,1,0,12,,,,,,,,,
10526,F,40技~44技,310,1,1,1,1,1,1,0,12,,,,,,,,,
10640,F,40技~44技,540,1,1,1,1,1,1,0,12,,,,,,,,,
10670,F,55技~59技,100,1,1,1,1,1,1,0,12,,,,,,,,,
10724,F,25技~29技,210,1,1,1,1,1,1,0,12,,,,,,,,,
10787,F,35技~39技,87,1,1,1,1,1,1,0,12,,,,,,,,,
10817,F,60技捞惑,100,1,1,1,1,1,1,0,12,,,,,,,,,
10943,M,40技~44技,210,1,1,1,1,1,1,0,12,,,,,,,,,
11636,M,55技~59技,360,1,1,1,1,1,1,0,12,,,,,,,,,
11880,M,35技~39技,460,1,1,1,1,1,1,0,12,,,,,,,,,
12057,M,35技~39技,100,1,1,1,1,1,1,0,12,,,,,,,,,
12332,M,30技~34技,27,1,1,1,1,1,1,0,12,,,,,,,,,
12467,F,45技~49技,100,1,1,1,1,1,1,0,12,,,,,,,,,
12647,F,55技~59技,55,1,1,1,1,1,1,0,12,,,,,,,,,
12926,F,30技~34技,100,1,1,1,1,1,1,0,12,,,,,,,,,
13313,F,40技~44技,100,1,1,1,1,1,1,0,12,,,,,,,,,
13442,F,35技~39技,340,1,1,1,1,1,1,0,12,,,,,,,,,
13485,F,30技~34技,49,1,1,1,1,1,1,0,12,,,,,,,,,
13554,F,25技~29技,500,1,1,1,1,1,1,0,12,,,,,,,,,
13560,F,30技~34技,270,1,1,1,1,1,1,0,12,,,,,,,,,
