"","V1","V2","V3"
"17791","B140101","B140103","B100406"
"17792","B160202","B160201","B100504"
"17793","B100305","B740101","B100306"
"17794","B210802","B110203","B670201"
"17795","C170206","B380401","B050101"
"17796","B210802","B210107","B590402"
"17797","B160201","B210802","B140103"
"17798","B380303","B140101","B150401"
"17799","B100504","B480301","B570301"
"17800","B210802","B150101","B150104"
"17801","A010602","A030109","A010646"
"17802","B210802","B210107","B100106"
"17803","B480301","B140103","B140102"
"17804","B140101","B140103","B100305"
"17805","B160201","B200602","B210802"
"17806","B140101","B480301","B100305"
"17807","B051404","B430402","B120602"
"17808","A010403","A010401","A010627"
"17809","B160402","B100305","B100301"
"17810","C110101","C070202","C170701"
"17811","C170206","C070201","C070102"
"17812","B430101","B160401","B470104"
"17813","B100502","B080203","B100305"
"17814","B100305","B200801","B100504"
"17815","B100305","B710101","B050101"
"17816","C070101","C070203","C010206"
"17817","B740501","B100305","B100703"
"17818","B160201","B140103","B140101"
"17819","B110203","B100305","B740101"
"17820","B210802","B210107","B540105"
"17821","B130501","B170103","B900102"
"17822","B150101","B150102","B100305"
"17823","C170206","C030401","C070101"
"17824","B670303","B140503","B160202"
"17825","B200801","B210802","B150402"
"17826","B200801","B100305","B210802"
"17827","B900103","B140103","B200602"
"17828","B100305","B100501","B430101"
"17829","B100305","B100301","B100306"
"17830","A010902","A010407","A010402"
"17831","B160201","B100305","B200801"
"17832","A060201","A060114","A030109"
"17833","B140102","B140103","B200801"
"17834","C110204","C110203","C150101"
"17835","C070202","C070103","C110401"
"17836","B100305","B100301","B210802"
"17837","B100305","B160402","B160201"
"17838","C120201","C150401","C030303"
"17839","B100305","B100301","B100306"
"17840","B100301","B100306","B210802"
"17841","A010613","A040228","A060167"
"17842","B100305","B140103","B480301"
"17843","B210802","B210107","B100504"
"17844","B210802","B100305","B200801"
"17845","C170206","C030401","C160701"
"17846","B740101","B200302","B480401"
"17847","B200801","B140103","B140101"
"17848","B160202","B160101","B380303"
"17849","C110401","C080201","C060305"
"17850","C030401","C010206","C080201"
"17851","B100305","B100101","B210802"
"17852","B100305","B100504","B140103"
"17853","A010401","A010902","A010631"
"17854","C030401","C070202","C060402"
"17855","B740101","B100504","B140103"
"17856","B670302","B740102","B200801"
"17857","B160201","B150402","B050106"
"17858","B210802","A010644","B100502"
"17859","B181001","B180602","B160402"
"17860","C010206","C110101","C030401"
"17861","B380407","B210802","B100402"
"17862","B100305","B380406","B140103"
"17863","A040229","C030901","A011004"
"17864","B140101","B100301","B100501"
"17865","B140103","B380406","B200801"
"17866","B140103","B920509","B140101"
"17867","B100305","B140101","B100504"
"17868","B120402","B180501","B160101"
"17869","B210802","B050117","A010403"
"17870","A010403","A030103","A010603"
"17871","A010302","A010403","A010402"
"17872","C070102","C070202","C130302"
"17873","B150102","B210802","B100305"
"17874","B100305","B480301","B210802"
"17875","C130301","C110401","C070401"
"17876","A010710","A010608","A010401"
"17877","A010401","A010302","A010902"
"17878","B100305","B100501","B370904"
"17879","B100305","B140103","B740101"
"17880","B480401","B480203","B100305"
"17881","B160201","B140103","B100305"
"17882","C010101","C010206","C030401"
"17883","B140103","B740101","B100501"
"17884","B210107","B200602","B160201"
"17885","B160202","B210802","B150501"
"17886","B100504","B150102","B210802"
"17887","B110203","B010205","B051005"
"17888","C110101","C150101","C120202"
"17889","B100504","B050104","B100305"
"17890","C110101","C030401","C150405"
"17891","B100305","B210802","B210107"
"17892","A060114","B300201","A040224"
"17893","A010401","A010404","A010613"
"17894","B100305","B210802","B100504"
"17895","B140103","B100301","B100504"
"17896","A011001","A020302","A010207"
"17897","B890104","B170203","B210802"
"17898","B100504","B210802","B100305"
"17899","B160201","B100305","B140103"
"17900","B100305","B140103","B670402"
"17901","B200602","B100305","B100504"
"17902","C120601","C120101","C120201"
"17903","B160101","B100306","B100301"
"17904","A010302","A010403","A010401"
"17905","B100504","B650204","B100305"
"17906","B140103","B380404","B200801"
"17907","B100305","B140103","B140101"
"17908","C170206","C120201","C070102"
"17909","B100305","B480401","B210802"
"17910","C120601","C120201","C120101"
"17911","B900102","C070101","B340102"
"17912","C170206","C070202","C110304"
"17913","B100402","B100305","B100406"
"17914","C030401","C150101","C170206"
"17915","A010101","A010902","A010404"
"17916","B210802","B120603","B460501"
"17917","B140103","B740101","B670402"
"17918","B140103","B100504","B740101"
"17919","B310202","B310501","B160201"
"17920","C170206","C040601","C070201"
"17921","A040222","A040224","A020303"
"17922","B140103","B200602","B290401"
"17923","B210802","B210107","B100402"
"17924","C170701","C060504","C070102"
"17925","B210107","B210802","B010106"
"17926","C070402","C120501","C170206"
"17927","B160102","B210802","B150101"
"17928","C110304","C120201","C130205"
"17929","B100301","B100306","B100305"
"17930","A010613","B150601","B140103"
"17931","B100305","B100301","B150101"
"17932","C170206","A010602","A020302"
"17933","B100301","B140103","B100306"
"17934","B210802","B160402","B380404"
"17935","A010607","A010402","A010403"
"17936","C110401","C170701","C060406"
"17937","B150102","B100502","B150601"
"17938","A030109","A030103","A010403"
"17939","C170701","C030901","C080201"
"17940","A030114","A010613","A020302"
"17941","C060402","C030401","C070202"
"17942","B100305","B210802","B160402"
"17943","C170206","C060402","C170701"
"17944","B160201","B180902","B200602"
"17945","B380404","B050901","B480301"
"17946","A030110","A010644","A010654"
"17947","A060167","A060114","A060173"
"17948","B100305","B090402","B200801"
"17949","B210802","B100305","B050501"
"17950","B210802","B100502","B100305"
"17951","D040210","D040109","D010401"
"17952","C150405","C170701","C030401"
"17953","B100305","B160201","B140101"
"17954","A010401","A010710","A010302"
"17955","C130301","C110401","C160920"
"17956","C170701","C150403","C170206"
"17957","C170401","C150103","C150405"
"17958","C120201","C170206","C070101"
"17959","D040109","D040108","D040210"
"17960","C070102","C030401","C030404"
"17961","B160201","B140103","B100504"
"17962","B100305","B100502","B140103"
"17963","B100305","B210802","B200801"
"17964","A010302","A010404","A010101"
"17965","C070102","A020302","B670201"
"17966","C030401","C170701","C070203"
"17967","C150103","C130302","C130301"
"17968","C070101","C070202","C170206"
"17969","B740502","B900102","C070102"
"17970","C070103","C160101","C030401"
"17971","A010101","A010501","B180901"
"17972","A011003","A010601","A010613"
"17973","C120201","C120101","C120601"
"17974","B100504","B100305","B900103"
"17975","A010404","A040217","A010601"
"17976","B100305","B100504","B430101"
"17977","B210802","B900103","B370906"
"17978","A060114","A030101","A060166"
"17979","B210802","A010710","A010501"
"17980","B210802","B210107","B100406"
"17981","B100305","B740101","B380401"
"17982","B100305","B160201","B200801"
"17983","C110401","C110203","C110204"
"17984","C070201","C150405","C170206"
"17985","A060201","A010302","A010401"
"17986","A010902","A010302","A010710"
"17987","C030401","C170206","C170701"
"17988","A010608","A010401","A010404"
"17989","B100305","B380303","B430101"
"17990","D040109","D040108","D040107"
"17991","C090101","C030401","C090103"
"17992","D040108","D040109","D040106"
"17993","B670201","C070102","B560302"
"17994","D040202","D040108","B670201"
"17995","D010401","D010301","D060106"
"17996","A010653","A010401","A010302"
"17997","B100504","B200801","B140101"
"17998","C070401","C150401","C130103"
"17999","B160101","B100305","B140102"
"18000","C150101","C170701","C070101"
"18001","A010654","A010601","D040215"
"18002","D010401","A090201","A010652"
"18003","B380404","B210802","B100305"
"18004","B140103","B890103","B200801"
"18005","C030901","C030204","C030401"
"18006","C030401","C110101","C170206"
"18007","C150103","C110401","C110204"
"18008","C120101","C120601","C110101"
"18009","A011004","D010401","D040109"
"18010","D040109","D040108","D040106"
"18011","C070101","C030401","C080201"
"18012","C070101","C170701","C070202"
"18013","B210802","B210107","B650302"
"18014","B100504","B100501","B380401"
"18015","C130301","C110401","C120101"
"18016","A040601","A020302","A010652"
"18017","C120101","C120601","C070101"
"18018","C110401","C130301","C070402"
"18019","C070402","C070103","C070401"
"18020","C070101","C030401","C120601"
"18021","C070101","C170206","C170631"
"18022","A010603","A010710","A011003"
"18023","D040109","D040108","D040204"
"18024","C030901","C030401","C030706"
"18025","C150103","C110401","C130301"
"18026","B140103","B430101","B140101"
"18027","B140103","B100301","B670402"
"18028","B150102","B210802","B100504"
"18029","B100305","B670402","B480301"
"18030","B210107","B540501","B210802"
"18031","B150101","B160101","B100305"
"18032","C110401","C110101","C150103"
"18033","D040101","D040109","D040108"
"18034","B210802","B210107","B100504"
"18035","C030401","C070101","C030404"
"18036","C120201","C120101","C120601"
"18037","C070101","C010117","C110202"
"18038","A010626","A040233","A040229"
"18039","A040223","A010302","A030102"
"18040","C070102","C070202","C030401"
"18041","B160201","B210802","B100305"
"18042","A010647","A010654","A010403"
"18043","A010653","A010402","A010403"
"18044","C070101","C030401","C030404"
"18045","A010403","A010613","A020302"
"18046","C170701","C070202","C150405"
"18047","A010401","A010201","A010402"
"18048","B100305","B480301","B150102"
"18049","B100504","B100305","B150601"
"18050","B150601","A010302","B210802"
"18051","B100305","B100301","B650201"
"18052","A020302","A040215","A010653"
"18053","B100305","B200801","B100502"
"18054","A030113","A030101","A010902"
"18055","A010403","A010625","A010607"
"18056","B200801","B210802","B200602"
"18057","D040109","D010401","D040108"
"18058","A010403","A010302","A010402"
"18059","A010403","A010401","A010402"
"18060","C070101","C110101","C030401"
"18061","C120101","C120601","C150405"
"18062","C120501","C150405","C120101"
"18063","B010102","B200801","B470104"
"18064","B140103","B100301","B100305"
"18065","B140103","B100305","B140201"
"18066","B210802","B100305","B100301"
"18067","C090101","C150405","C150301"
"18068","A020302","A020306","A010101"
"18069","C070101","C030901","C070202"
"18070","C070101","C030401","C030901"
"18071","B100305","B670402","B200801"
"18072","C070103","C030401","C030901"
"18073","C150101","C150405","C160920"
"18074","B150204","A010626","B140203"
"18075","B200801","B100305","B040101"
"18076","C070101","C150101","C050209"
"18077","B100305","B210802","B210107"
"18078","B100404","B890103","B210802"
"18079","A090201","C150405","C150505"
"18080","B140103","B210802","B100504"
"18081","C030401","C070101","C030901"
"18082","C170206","C030901","C150405"
"18083","A010302","A010402","A010403"
"18084","C120501","C120101","C120601"
"18085","C110101","C070101","C120201"
"18086","B200801","B100301","B450302"
"18087","B160101","B210802","B200801"
"18088","C130301","C070202","C110401"
"18089","D010401","D040107","D040204"
"18090","C070103","C130301","C070202"
"18091","C130301","C160920","C110401"
"18092","C010206","C070202","C070201"
"18093","A011003","A011001","A010608"
"18094","C090101","C070102","C150405"
"18095","C110101","C110201","C090101"
"18096","B100305","B100504","B140103"
"18097","A011004","A010902","A010101"
"18098","B210107","B210802","C110101"
"18099","C030401","C010206","C070103"
"18100","A020707","A040501","A010653"
"18101","C120101","C120601","C120201"
"18102","B160301","C030401","B200801"
"18103","B670404","B160301","B620202"
"18104","C070102","A010901","A010501"
"18105","C120101","C120601","C030401"
"18106","B140102","B740502","B100301"
"18107","C120101","C120601","C150101"
"18108","A010403","A010404","A010302"
"18109","A020302","A010654","A010611"
"18110","B200602","B200801","B100305"
"18111","B210802","B100305","B210107"
"18112","C070102","C070402","C110601"
"18113","C090108","C130302","C170206"
"18114","C070202","C070101","C170206"
"18115","B080203","B150601","B740101"
"18116","B150602","B100504","B210802"
"18117","A010302","A010403","A010613"
"18118","C070201","C150405","C050102"
"18119","B290306","B290302","B160101"
"18120","B160101","B100502","B210802"
"18121","C110101","C010206","C070103"
"18122","C120101","C120601","C130302"
"18123","C030401","C150401","C040601"
"18124","C120202","C150101","C130302"
"18125","B160201","B210107","B210802"
"18126","C110204","C070101","C110401"
"18127","C070202","C060406","C150101"
"18128","A011003","A010653","A010601"
"18129","A011003","A040222","A011004"
"18130","B900102","B340402","B900103"
"18131","A010608","A040209","A010207"
"18132","C170206","C170701","C070101"
"18133","C110401","C110601","C070103"
"18134","B050117","B520902","B140101"
"18135","C070101","C030401","C060406"
"18136","C070101","C150401","C120201"
"18137","B210802","B050117","B210107"
"18138","C070202","C030401","C080201"
"18139","C070101","C090101","C150405"
"18140","B100502","B670403","B530401"
"18141","A040229","A010101","A010604"
"18142","C170206","C160203","C070202"
"18143","B120602","B210802","B050501"
"18144","B100305","B100502","B150404"
"18145","C150405","C070101","C150403"
"18146","C070101","C010206","C030901"
"18147","C030401","C170206","C030404"
"18148","C070101","C010206","C150302"
"18149","C130301","C150103","C110301"
"18150","C110203","C170206","C170701"
"18151","C120101","C120601","C070201"
"18152","B160201","B100406","B100401"
"18153","A010403","A010402","A010501"
"18154","A040253","A010611","A010621"
"18155","A010403","A070608","C010206"
"18156","A011004","A010401","A030103"
"18157","A010654","A010613","A010644"
"18158","B100504","B100402","B210107"
"18159","B270314","B270301","B530401"
"18160","C120101","C120601","C150405"
"18161","A010404","A010401","A010608"
"18162","A010403","A010302","A040224"
"18163","A010654","A010601","D010301"
"18164","B150601","B150104","B150402"
"18165","C030401","C070101","C150405"
"18166","B900103","B340405","B080401"
"18167","C070101","C150405","C150506"
"18168","C150103","C060309","C110602"
"18169","C030401","C120101","C170701"
"18170","B630501","B630401","B630102"
"18171","C090103","C070101","C170701"
"18172","A010613","A010401","A010402"
"18173","A010403","A090201","A010602"
"18174","C030401","C120601","C030404"
"18175","C110401","C070202","C030901"
"18176","B200801","B140101","B100305"
"18177","B160101","B100305","B140103"
"18178","C110101","C030401","C150405"
"18179","C070202","C010206","C070101"
"18180","B310101","B900102","B330602"
"18181","B200801","B100502","B100305"
"18182","C170206","C010206","C080201"
"18183","C170206","C070101","C130206"
"18184","C070101","C060506","C150103"
"18185","B430602","B160101","B100501"
"18186","B100504","B100305","B150102"
"18187","C050209","C150302","C150103"
"18188","C030401","C070101","C150405"
"18189","C150401","C160504","C150405"
"18190","A010402","A010404","A010401"
"18191","B160402","B740501","B140103"
"18192","C120101","C120601","C030401"
"18193","C030401","C030202","C040601"
"18194","C150405","C090101","C070103"
"18195","B100504","B050117","B050901"
"18196","C110401","C130302","C070401"
"18197","A010302","A010644","A010403"
"18198","C030401","C150101","C170701"
"18199","A010627","A010631","A040213"
"18200","C030401","C150401","C090101"
"18201","B670206","B670402","B670205"
"18202","C070101","C070102","C010206"
"18203","C070202","C070101","C030901"
"18204","B480203","B480401","B100504"
"18205","B140103","B160201","B100305"
"18206","A010902","A010103","A010601"
"18207","A040217","A010613","A040224"
"18208","B160302","B150104","B210802"
"18209","C070101","C030401","C150405"
"18210","B160101","B740102","B740101"
"18211","C170206","C170631","C070201"
"18212","C120202","C120601","A010101"
"18213","B100305","B160201","B100306"
"18214","A020302","A010644","A010401"
"18215","A010302","A010101","A010602"
"18216","A011004","A010613","A011001"
"18217","C170206","C110401","C110101"
"18218","B670402","B480301","B140102"
"18219","C170206","C030105","C070103"
"18220","C070101","C170701","C060504"
"18221","C120201","C150405","C090101"
"18222","C030401","C070101","C030901"
"18223","C070101","C120601","C030401"
"18224","D040204","D010401","D010301"
"18225","B100305","B740101","B200801"
"18226","C170206","C070202","B210802"
"18227","B200801","B180707","B200602"
"18228","C070101","C130302","C150403"
"18229","D040109","D040210","D040107"
"18230","C170206","C070101","C030401"
"18231","C130302","C120201","C120101"
"18232","A020701","A010404","A010710"
"18233","C170701","C040601","C130601"
"18234","B200801","B051404","B100504"
"18235","C120601","C120101","C080304"
"18236","A010403","B160203","A010501"
"18237","C150103","C110401","C030901"
"18238","C120601","C120101","C120202"
"18239","C030901","C170701","C030204"
"18240","A010302","A010401","A010404"
"18241","B160201","B560402","B740101"
"18242","B370906","B740102","B150203"
"18243","C150405","C170206","C030202"
"18244","B100305","B150104","B140101"
"18245","A090201","A010403","A010902"
"18246","A040224","A010404","A010401"
"18247","A040233","A040224","A010630"
"18248","B100305","B380404","B100504"
"18249","A010613","A010627","A090102"
"18250","C150405","C150403","C110204"
"18251","D030204","A011004","D040213"
"18252","B100305","B210802","B480301"
"18253","B210802","B210107","B670402"
"18254","A020302","A010613","A040233"
"18255","B100305","B100101","B100106"
"18256","B480401","B470106","B430101"
"18257","C010206","C150101","C150103"
"18258","B200302","B150102","B210802"
"18259","B210802","B210107","B160101"
"18260","A011004","A010404","A010607"
"18261","A040222","A010601","A010653"
"18262","C120201","C170701","C070202"
"18263","C030401","C110101","C110203"
"18264","C170206","C030401","C110101"
"18265","C110401","C150103","C060304"
"18266","C070101","C170701","C160504"
"18267","A010710","B100402","A010607"
"18268","D010301","D020101","D040108"
"18269","B100305","B100501","B100502"
"18270","C090101","C110401","C170701"
"18271","A011003","A010601","C090101"
"18272","C170206","B100305","B270502"
"18273","C120601","C120501","C120201"
"18274","C070101","C070203","C110101"
"18275","C120101","C120601","C120201"
"18276","A010401","A010402","A010602"
"18277","B100305","B900103","B160202"
"18278","D040109","D010106","D040106"
"18279","C110101","C010206","C010104"
"18280","C060303","C150103","C110101"
"18281","B140103","B520902","B100504"
"18282","B100305","B560302","B740101"
"18283","C030401","C070101","C170503"
"18284","A040217","A010401","A011004"
"18285","A011003","A020302","A020604"
"18286","A010302","A010401","A010402"
"18287","C120201","C170206","C110401"
"18288","C150401","C150405","C090101"
"18289","B900103","B160102","B900203"
"18290","A011001","A020302","A010607"
"18291","B150203","B140201","B100502"
"18292","C120601","C120101","C030401"
"18293","C150101","C030401","C050302"
"18294","D040210","D010401","D040215"
"18295","B270301","B270314","B100305"
"18296","C120601","C120101","C120501"
"18297","C070401","C110101","C150401"
"18298","B140103","B140102","B140201"
"18299","A010402","B210802","A010404"
"18300","B100502","B100305","B100501"
"18301","B100305","B210802","B100504"
"18302","B210802","B100305","B210107"
"18303","A010902","A010401","A010101"
"18304","B210802","B100502","B140103"
"18305","C170701","C120101","C070101"
"18306","C060406","C030401","C050205"
"18307","A020302","A010501","A010801"
"18308","B210802","B150102","B150101"
"18309","B210802","B080601","B160202"
"18310","C120501","C030401","C070101"
"18311","C070101","C170206","C080201"
"18312","B160201","B200801","B740101"
"18313","B110203","A010607","B430503"
"18314","A010401","A010644","A020303"
"18315","B210802","B100305","B210107"
"18316","B140103","B740101","B140101"
"18317","C110101","C030401","C170701"
"18318","B210802","B150401","B150402"
"18319","A010613","B100501","B480401"
"18320","A011003","C170206","A010607"
"18321","A020302","B210802","B210107"
"18322","A010201","A020302","A010403"
"18323","A020108","A010603","A010619"
"18324","B100305","B100502","B100504"
"18325","A010302","A010401","A010404"
"18326","A020302","A010601","A010611"
"18327","B210802","B150602","B210107"
"18328","A010403","A010302","A010608"
"18329","C120201","C170206","C110401"
"18330","C030401","C110204","C070201"
"18331","C170206","C090101","C150405"
"18332","C120101","C120601","C170206"
"18333","B200801","B140601","B430402"
"18334","B370906","B370905","B370903"
"18335","C120101","C120201","C030401"
"18336","C110101","C090108","C030401"
"18337","A010653","A010606","A010603"
"18338","A010404","A010402","A010401"
"18339","A010613","A010403","A040228"
"18340","C160203","C150401","C150405"
"18341","B100303","B100305","B150402"
"18342","D040109","D040108","D040204"
"18343","A040229","A010402","A011004"
"18344","C170206","C150405","C090101"
"18345","C070102","C110203","C110201"
"18346","B210107","B370906","B100305"
"18347","C120501","C120201","C170701"
"18348","C030401","C070101","C070203"
"18349","B100301","B100306","B100504"
"18350","B100305","B210802","B140103"
"18351","C170206","C030202","C030401"
"18352","C120501","C050212","C080201"
"18353","C170206","C170701","C030401"
"18354","B100305","B160201","B051005"
"18355","B100305","C070101","B380406"
"18356","A060114","B470104","A060167"
"18357","B100305","B670402","B200801"
"18358","B100504","B100305","B210802"
"18359","A020302","A011004","A080106"
"18360","B160201","B180204","C160202"
"18361","B160401","B160101","B160201"
"18362","A040215","B560302","B210802"
"18363","C150101","C070201","C150302"
"18364","A010404","A010402","A010401"
"18365","A010602","A020302","C170701"
"18366","C030401","C070101","C150101"
"18367","D040109","D040204","A010607"
"18368","B610103","B670302","B340102"
"18369","D010401","D040109","D040107"
"18370","C070101","C030401","C070202"
"18371","D020501","D020103","D010401"
"18372","B900103","B100502","B100305"
"18373","D040108","D040109","D010401"
"18374","A020707","B100305","B100504"
"18375","A010302","A010401","A010402"
"18376","C110101","C120201","C030401"
"18377","B200801","B430101","B150102"
"18378","B160101","B210802","B480401"
"18379","B100303","B100305","B310301"
"18380","C150401","C150306","C150301"
"18381","C170206","C090101","C070101"
"18382","C130302","C170206","C070101"
"18383","B210107","B210802","B380401"
"18384","C170206","C070103","C070102"
"18385","B100305","B050501","B380404"
"18386","C170206","C170701","C070402"
"18387","B150101","B150102","B100501"
"18388","B100305","B740502","B210802"
"18389","B160201","B210802","B140103"
"18390","A010302","A090201","A010401"
"18391","B900102","B900103","C120201"
"18392","C010206","C030401","C170206"
"18393","C170206","C150101","C030901"
"18394","B100301","B210802","B740101"
"18395","C070101","C030401","C010206"
"18396","B371001","A011001","B260902"
"18397","B160402","B140102","B140103"
"18398","B150402","B160202","B740101"
"18399","A010613","A010401","A011004"
"18400","C150103","C010206","C070101"
"18401","C120202","C130301","C120201"
"18402","C070101","C030401","C030901"
"18403","B141305","B190103","B740102"
"18404","B210802","B140103","B200801"
"18405","B100305","B100504","B100502"
"18406","C110101","C150103","C030401"
"18407","C070101","C170206","C010117"
"18408","C120101","C070101","C130302"
"18409","B100305","B200801","B200602"
"18410","C030703","C120201","C170206"
"18411","C070101","C030401","C150405"
"18412","B790210","B521301","B540103"
"18413","C130206","C170701","C170159"
"18414","A010631","C110203","A010902"
"18415","B160202","B740101","B740102"
"18416","C120601","C120201","C120101"
"18417","C120101","C120601","C120501"
"18418","C170206","C030404","C010206"
"18419","A010604","A010601","A010602"
"18420","C170206","C070103","C170631"
"18421","B900103","B371001","B150102"
"18422","A010403","A010501","A010613"
"18423","A040502","A030101","A040302"
"18424","B150601","B100104","B210802"
"18425","C070202","C070101","C170206"
"18426","B140101","B140103","B140203"
"18427","C070102","C170206","C070101"
"18428","A080102","A010101","A010608"
"18429","C170701","C030802","C170206"
"18430","B460203","B050503","B050407"
"18431","C070101","C070302","C070202"
"18432","B150102","B100305","B430402"
"18433","A040502","A041003","A020306"
"18434","B450402","A010613","B200801"
"18435","A010608","A010202","C170701"
"18436","B140101","B051404","B140102"
"18437","A010404","A010402","A010401"
"18438","C150103","C110101","C030901"
"18439","C030401","C170206","C030901"
"18440","C110101","C070101","C030401"
"18441","B100504","B150601","B570202"
"18442","C070103","C070101","C150405"
"18443","B210802","B480303","B210107"
"18444","C170206","C090101","C150405"
"18445","A011003","A010604","A010602"
"18446","A010403","A020302","A010101"
"18447","A020302","A010644","A090101"
"18448","A011001","A040224","A010602"
"18449","C070101","C150405","C060406"
"18450","D050103","D020103","D020501"
"18451","C030401","C040601","C050501"
"18452","C170701","C070203","C120101"
"18453","B900301","B670402","B140103"
"18454","C120201","C170206","C170503"
"18455","D040109","D040204","D010401"
"18456","A010603","A011004","A010602"
"18457","C120101","C060402","C150302"
"18458","B520902","B140103","B910202"
"18459","C110101","C010206","C030707"
"18460","B140103","B150402","B100502"
"18461","B100305","B740101","B140101"
"18462","A020302","A020303","A010901"
"18463","A040302","A090305","A010602"
"18464","A010201","A010403","B160202"
"18465","C170206","C150405","C170701"
"18466","B100502","C110101","B470104"
"18467","A010401","A010404","A010402"
"18468","C170502","C070101","C070203"
"18469","D040108","D040109","D040106"
"18470","D040109","D040210","D040108"
"18471","B740501","B140103","B670402"
"18472","B340407","B900103","B900102"
"18473","A010501","A010710","A010302"
"18474","A010302","A010404","A010608"
"18475","C120601","C120101","C170701"
"18476","A010402","A010404","A010401"
"18477","B200801","B210802","B100301"
"18478","C170206","C030401","C070101"
"18479","A010623","A010902","A010644"
"18480","A010103","A010404","A010710"
"18481","C070101","C030401","C030901"
"18482","B050117","B100502","B100305"
"18483","C060402","C030401","C070102"
"18484","B100504","B100305","B900103"
"18485","C070102","C030401","C110701"
"18486","C030901","C030401","C120101"
"18487","C030401","C120601","C150405"
"18488","A010302","A010402","A010902"
"18489","A020303","D010401","D080302"
"18490","A010401","A010404","A010402"
"18491","A030113","A010607","A010637"
"18492","A010613","A010644","A020302"
"18493","A010403","A010302","A010653"
"18494","A010302","A010401","A060114"
"18495","C030401","C030901","C030103"
"18496","C020101","C030111","C010118"
"18497","B900301","B160202","B190501"
"18498","B380303","B430101","B051005"
"18499","A010644","A020302","A020303"
"18500","B200801","B270703","B270704"
"18501","C030901","C010206","C060406"
"18502","B100501","B210802","B200801"
"18503","C110201","C110101","C110202"
"18504","A010103","A011003","A010607"
"18505","C120601","C120101","C120201"
"18506","C010206","C030401","C110101"
"18507","D010401","D040108","D040109"
"18508","D040109","D010301","D040108"
"18509","C150405","C150401","C170206"
"18510","C110203","C070401","C110401"
"18511","C130302","C030401","C070101"
"18512","C130301","C110401","C130302"
"18513","C170701","C040601","C060406"
"18514","C070101","C150405","C150301"
"18515","B100305","B480401","B050501"
"18516","B150402","B100305","B140101"
"18517","B210802","C170206","B150204"
"18518","C110101","C170206","C070101"
"18519","C170701","C150101","C130302"
"18520","B100402","B150401","B100101"
"18521","B480301","C030401","B140103"
"18522","B210802","B480203","B480301"
"18523","C070101","C060406","C030901"
"18524","A010603","A010604","A010602"
"18525","C120201","C170206","C030401"
"18526","A010613","A050107","A010601"
"18527","C170206","C120101","C120601"
"18528","A020302","A040233","A090201"
"18529","C070101","C030401","C030901"
"18530","C110401","C150103","C120201"
"18531","B080601","B050502","B210802"
"18532","A010404","A010608","A010401"
"18533","A010403","A010302","A010404"
"18534","B160202","A010654","A060172"
"18535","A040601","A050501","A090103"
"18536","B100305","B150601","B050106"
"18537","C120201","C150301","C070103"
"18538","B470104","B480301","B100305"
"18539","B140103","B140101","B140102"
"18540","B160201","B160101","B430101"
"18541","B210802","B080203","B210107"
"18542","A010613","A010401","A010101"
"18543","B380404","B820201","B050117"
"18544","A040222","A020303","A010302"
"18545","A010401","A010631","D040201"
"18546","A010401","A010710","A010402"
"18547","C150103","C080201","C070103"
"18548","C150405","C030601","C070102"
"18549","B200801","B100305","B200602"
"18550","B140101","B200801","B430806"
"18551","B900103","C110204","B090402"
"18552","C070101","C110101","C070203"
"18553","B140101","B210802","B160201"
"18554","A010645","A010401","A010403"
"18555","A040902","A010401","A010101"
"18556","A010631","A010635","A040254"
"18557","B080401","B370801","B200801"
"18558","B340102","B900102","B900103"
"18559","B570204","B210802","B570201"
"18560","C170206","C080101","C110301"
"18561","B670201","B200801","B150204"
"18562","C110202","C120101","C120601"
"18563","B100305","B750304","B160201"
"18564","B100504","B740101","B890102"
"18565","C030703","C030204","C010116"
"18566","C170206","C150405","C150401"
"18567","B150601","B210802","B150104"
"18568","C120201","C120601","C150405"
"18569","C040120","C150405","C070103"
"18570","A010613","A010601","A030102"
"18571","A040223","A060114","A010101"
"18572","C120501","C120101","C120601"
"18573","C150302","C060402","C150405"
"18574","B180705","B180301","B180707"
"18575","B150605","B150703","B100504"
"18576","A010902","A011004","B380303"
"18577","B210802","B210107","B100305"
"18578","C030703","C030605","C010206"
"18579","C110401","C170701","C070401"
"18580","D040213","D040107","D040101"
"18581","A010404","B210802","A010101"
"18582","A011004","A010602","A020302"
"18583","A011003","B140103","B100305"
"18584","B210802","B160201","B160202"
"18585","B260902","B670402","B150104"
"18586","B140102","B430904","B100101"
"18587","B530901","B650505","B530502"
"18588","C070202","C070401","C170206"
"18589","C110101","C030401","C030202"
"18590","B100504","B100301","B380404"
"18591","C150301","C010206","C150501"
"18592","A010302","A010401","A010402"
"18593","C120101","C120601","C170206"
"18594","A030109","A040217","C070102"
"18595","C110101","C030404","C170206"
"18596","A010644","A040229","A040231"
"18597","B210802","B140103","B140101"
"18598","A010403","A010404","A010302"
"18599","A010613","A010630","A011003"
"18600","C120201","C070101","C150401"
"18601","A010613","A010401","A040224"
"18602","A060166","A040228","A050501"
"18603","D040109","D010401","C070401"
"18604","A040229","B050101","A010627"
"18605","B160201","B120603","B210107"
"18606","C070101","C150101","C070202"
"18607","B100305","B100504","B740101"
"18608","A020302","A090305","A010653"
"18609","B160101","B100306","B100504"
"18610","A010403","A010404","A010607"
"18611","A010630","A010402","A010401"
"18612","A010402","A010401","A010404"
